순번	소분류	발행기관	학술지명	발행국가	ISSN	IF값	IF상위값
226	국내전문학술지(재단등재)	인지과학연구소	Journal of Cognitive Science	대한민국	15982327	0.111	
268	국내전문학술지(재단등재)	종교연구소	Journal of Korean Religions	대한민국	20937288	0.111	
2002	국내전문학술지(재단등재)	한국지하수토양환경학회	지하수토양환경	대한민국	15986438	0.111	
2823	국내전문학술지(재단등재후보)	지중해지역원	아프리카학연구	대한민국	27653420	0.111	
210	국내전문학술지(재단등재)	한국응용곤충학회	Journal of Asia-Pacific Entomology	대한민국	12268615	0.11	
885	국내전문학술지(재단등재)	대한응급의학회	대한응급의학회지	대한민국	12264334	0.11	
1114	국내전문학술지(재단등재)	한국미생물학회	미생물학회지	대한민국	04402413	0.11	
1406	국내전문학술지(재단등재)	한국센서학회	센서학회지	대한민국	12255475	0.11	
21	국내전문학술지(재단등재)	대한해부학회	Anatomy and Cell Biology	대한민국	20933665	0.108	
893	국내전문학술지(재단등재)	대한임상노인학회	대한임상노인학회지	대한민국	30587921	0.108	
170	국내전문학술지(재단등재)	한국콘텐츠학회	International Journal of Contents	대한민국	17386764	0.107	
311	국내전문학술지(재단등재)	산림과학연구소	Journal of forest and environmental science 	대한민국	22889744	0.107	
424	국내전문학술지(재단등재)	아시아여론연구소	The Asian Journal for Public Opinion Research	대한민국	22886168	0.107	
1097	국내전문학술지(재단등재)	미국학연구소	미국학	대한민국	12294381	0.107	
419	국내전문학술지(재단등재)	대한공간정보학회	Spatial Information Research	대한민국	23663286	0.106	
39	국내전문학술지(재단등재)	대한건축학회	Architectural Research	대한민국	12296163	0.105	
333	국내전문학술지(재단등재)	한국경제연구학회	Korea and the World Economy	대한민국	27656136	0.105	
387	국내전문학술지(재단등재)	대한골다공증학회	Osteoporosis and Sarcopenia	대한민국	24055255	0.105	
1238	국내전문학술지(재단등재)	한국분석과학회	분석과학	대한민국	12250163	0.105	
2092	국내전문학술지(재단등재)	기초과학연구원	통합자연과학논문집	대한민국	30228883	0.105	
257	국내전문학술지(재단등재)	한국과학기술정보연구원	Journal of Information Science Theory and Practice	대한민국	22879099	0.104	
59	국내전문학술지(재단등재)	아시아여성학센터	Asian Journal of Women's Studies 	대한민국	12259276	0.103	
1373	국내전문학술지(재단등재)	서양미술사학회	서양미술사학회 논문집	대한민국	12292095	0.103	
347	국내전문학술지(재단등재)	대한안과학회	Korean Journal of Ophthalmology	대한민국	10118942	0.101	
153	국내전문학술지(재단등재)	대한전자공학회	IEIE Transactions on Smart Processing & Computing	대한민국	22875255	0.1	
361	국내전문학술지(재단등재)	대한의학레이저학회	Medical Lasers	대한민국	22878300	0.1	
383	국내전문학술지(재단등재)	한국해양과학기술원	Ocean Science Journal	대한민국	17385261	0.1	
15971	국제전문학술지(A&HCI)	FABRIZIO SERRA EDITORE	ACTA PHILOSOPHICA	이탈리아	11212179	0.1	
15973	국제전문학술지(A&HCI)	UNIV FREE STATE, FAC THEOLOGY	ACTA THEOLOGICA	남아프리카공화국	10158758	0.1	
15977	국제전문학술지(A&HCI)	VITA PENSIERO	AEVUM-RASSEGNA DI SCIENZE STORICHE LINGUISTICHE E FILOLOGICHE	이탈리아	00019593	0.1	
15983	국제전문학술지(A&HCI)	UNIV CHICAGO PRESS	AFTERALL	미국	14654253	0.1	
15985	국제전문학술지(A&HCI)	UNIV AVEIRO	AGORA-ESTUDOS CLASSICOS EM DEBATE	포르투갈	08745498	0.1	
15993	국제전문학술지(A&HCI)	UNIV FED RIO DE JANEIRO, FAC LETRAS	ALEA-ESTUDOS NEOLATINOS	브라질	1517106X	0.1	
15996	국제전문학술지(A&HCI)	UNIV LOS LAGOS	ALPHA-REVISTA DE ARTES LETRAS Y FILOSOFIA	칠레	07164254	0.1	
16001	국제전문학술지(A&HCI)	UNIV HOUSTON, VICTORIA-ART & SCI	AMERICAN BOOK REVIEW	미국	01499408	0.1	
16004	국제전문학술지(A&HCI)	JOHNS HOPKINS UNIV PRESS	AMERICAN IMAGO	미국	0065860X	0.1	
16009	국제전문학술지(A&HCI)	PHILOSOPHY DOCUMENTATION CENTER	AMERICAN JOURNAL OF SEMIOTICS	미국	02777126	0.1	
16023	국제전문학술지(A&HCI)	TEMPLE UNIV, DEPT SPANISH & PORTUGUESE	ANALES DE LA LITERATURA ESPANOLA CONTEMPORANEA	미국	02721635	0.1	
16024	국제전문학술지(A&HCI)	PONTIFICIA UNIV CATOLICA CHILE, FAC LETRAS	ANALES DE LITERATURA CHILENA	칠레	07176058	0.1	
16031	국제전문학술지(A&HCI)	WALTER DE GRUYTER GMBH	ANGLIA-ZEITSCHRIFT FUR ENGLISCHE PHILOLOGIE	독일	03405222	0.1	
16040	국제전문학술지(A&HCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	ANQ-A QUARTERLY JOURNAL OF SHORT ARTICLES NOTES AND REVIEWS	영국	0895769X	0.1	
16042	국제전문학술지(A&HCI)	CAMBRIDGE UNIV PRESS	ANTICHTHON	영국	00664774	0.1	
16051	국제전문학술지(A&HCI)	UNIV NAVARRA, SERVICIO PUBLICACIONES	ANUARIO FILOSOFICO	스페인	00665215	0.1	
16052	국제전문학술지(A&HCI)	CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC	ANUARIO MUSICAL	스페인	02113538	0.1	
16053	국제전문학술지(A&HCI)	APERTURE	APERTURE	미국	00036420	0.1	
16072	국제전문학술지(A&HCI)	LEIBNIZ-ZENTRUM FUER ARCHAEOLOGIE	ARCHAOLOGISCHES KORRESPONDENZBLATT	독일	0342734X	0.1	
16075	국제전문학술지(A&HCI)	ASSOC ARCHIPEL	ARCHIPEL-ETUDES INTERDISCIPLINAIRES SUR LE MONDE INSULINDIEN	프랑스	00448613	0.1	
16088	국제전문학술지(A&HCI)	WALTER DE GRUYTER GMBH	ARCHIV FUR PAPYRUSFORSCHUNG UND VERWANDTE GEBIETE	독일	00666459	0.1	
16090	국제전문학술지(A&HCI)	ORIENTAL INST CZECH ACAD SCI	ARCHIV ORIENTALNI	체코	00448699	0.1	
16094	국제전문학술지(A&HCI)	UNIV CHICAGO PRESS	ARCHIVES OF AMERICAN ART JOURNAL	미국	00039853	0.1	
16099	국제전문학술지(A&HCI)	CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC	ARCHIVO ESPANOL DE ARTE	스페인	00040428	0.1	
16112	국제전문학술지(A&HCI)	SMITHSONIAN INST, FREER GALLERY ART	ARS ORIENTALIS	미국	05711371	0.1	
16115	국제전문학술지(A&HCI)	BRANT PUBL, INC	ART IN AMERICA	미국	00043214	0.1	
16120	국제전문학술지(A&HCI)	CROATIAN MUSICOLOGICAL SOC	ARTI MUSICES	크로아티아	05875455	0.1	
16121	국제전문학술지(A&HCI)	ARTIBUS ASIAE	ARTIBUS ASIAE	스위스	00043648	0.1	
16129	국제전문학술지(A&HCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	ASIAN PHILOSOPHY	영국	09552367	0.1	
16132	국제전문학술지(A&HCI)	ASOC CINEFORUM L ATALANTE	ATALANTE-REVISTA DE ESTUDIOS CINEMATOGRAFICOS	스페인	18853730	0.1	
16134	국제전문학술지(A&HCI)	NEW PRESS SNC	ATHENAEUM-STUDI PERIODICI DI LETTERATURA E STORIA DELL ANTICHITA	이탈리아	00046574	0.1	
16137	국제전문학술지(A&HCI)	UNIV BARCELONA, INST UNIV PROXIM ORIENT ANTIC	AULA ORIENTALIS	스페인	02125730	0.1	
16142	국제전문학술지(A&HCI)	LIVERPOOL UNIV PRESS	AUSTRALIAN JOURNAL OF FRENCH STUDIES	영국	00049468	0.1	
16153	국제전문학술지(A&HCI)	RIEMENSCHNEIDER BACH INST	BACH	미국	00053600	0.1	
16154	국제전문학술지(A&HCI)	WALTER DE GRUYTER GMBH	BEITRAGE ZUR GESCHICHTE DER DEUTSCHEN SPRACHE UND LITERATUR	독일	00058076	0.1	
16158	국제전문학술지(A&HCI)	PEETERS	BIBLICA	벨기에	00060887	0.1	
16169	국제전문학술지(A&HCI)	REAL ACAD ESPANOLA	BOLETIN DE LA REAL ACADEMIA ESPANOLA	스페인	02104822	0.1	
16190	국제전문학술지(A&HCI)	PRESSES UNIV BORDEAUX	BULLETIN HISPANIQUE	프랑스	00074640	0.1	
16192	국제전문학술지(A&HCI)	LIVERPOOL UNIV PRESS	BULLETIN OF HISPANIC STUDIES	영국	14753839	0.1	
16195	국제전문학술지(A&HCI)	PEETERS	BULLETIN OF THE AMERICAN SOCIETY OF PAPYROLOGISTS	벨기에	00031186	0.1	
16204	국제전문학술지(A&HCI)	BRIGHAM YOUNG UNIV	BYU STUDIES QUARTERLY	미국	21678472	0.1	
16208	국제전문학술지(A&HCI)	CENTRE ETUD SUPERIEUR CIV MED	CAHIERS DE CIVILISATION MEDIEVALE	프랑스	00079731	0.1	
16217	국제전문학술지(A&HCI)	CAMBRIDGE UNIV PRESS	CAMBRIDGE OPERA JOURNAL	영국	09545867	0.1	
16218	국제전문학술지(A&HCI)	OXFORD UNIV PRESS	CAMBRIDGE QUARTERLY	영국	0008199X	0.1	
16230	국제전문학술지(A&HCI)	JOHNS HOPKINS UNIV PRESS	CEA CRITIC	미국	00078069	0.1	
16233	국제전문학술지(A&HCI)	VERLAG OTTO HARRASSOWITZ	CENTRAL ASIATIC JOURNAL	독일	00089192	0.1	
16237	국제전문학술지(A&HCI)	CZECH ACAD SCIENCES, INST CZECH LITERATURE	CESKA LITERATURA	체코	00090468	0.1	
16239	국제전문학술지(A&HCI)	ARIZONA STATE UNIV	CHASQUI-REVISTA DE LITERATURA LATINOAMERICANA	미국	01458973	0.1	
16244	국제전문학술지(A&HCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	CHINESE LITERATURE AND THOUGHT TODAY	영국	27683524	0.1	
16254	국제전문학술지(A&HCI)	UNIV CALIFORNIA PRESS	CLASSICAL ANTIQUITY	미국	02786656	0.1	
16255	국제전문학술지(A&HCI)	JOHNS HOPKINS UNIV PRESS	CLASSICAL JOURNAL	미국	00098353	0.1	
16260	국제전문학술지(A&HCI)	JOHNS HOPKINS UNIV PRESS	CLASSICAL WORLD	미국	00098418	0.1	
16271	국제전문학술지(A&HCI)	FRANCKE VERLAG	COLLOQUIA GERMANICA	독일	00101338	0.1	
16288	국제전문학술지(A&HCI)	NATL TAIWAN NORMAL UNIV, COLL INT STUDIES & SOCIAL SCIENCES	CONCENTRIC-LITERARY AND CULTURAL STUDIES	대만	17296897	0.1	
16298	국제전문학술지(A&HCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	CONTEMPORARY BUDDHISM	영국	14639947	0.1	
16302	국제전문학술지(A&HCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	CONTEMPORARY MUSIC REVIEW	영국	07494467	0.1	
16309	국제전문학술지(A&HCI)	UNIV BARCELONA, FACULTAD FILOLOGIA	CONVIVIUM	스페인	00108235	0.1	
16314	국제전문학술지(A&HCI)	PAOLO LOFFREDO INIZIATIVE EDITORIALI SRL	CRITICA LETTERARIA	이탈리아	03900142	0.1	
16326	국제전문학술지(A&HCI)	AGENCIA ESPANOLA COOPERACION INT DESARROLO-AECID	CUADERNOS HISPANOAMERICANOS	스페인	0011250X	0.1	
16344	국제전문학술지(A&HCI)	EDITIONS RODOPI BV	DAPHNIS-ZEITSCHRIFT FUR MITTLERE DEUTSCHE LITERATUR	네덜란드	0300693X	0.1	
16345	국제전문학술지(A&HCI)	BRILL	DEAD SEA DISCOVERIES	네덜란드	09290761	0.1	
16348	국제전문학술지(A&HCI)	DEUTSCHER KUNSTVERLAG GMBH	DENKMALPFLEGE	독일	0947031X	0.1	
16353	국제전문학술지(A&HCI)	J B METZLER	DEUTSCHE VIERTELJAHRSSCHRIFT FUR LITERATURWISSENSCHAFT UND GEISTESGESCHICHTE	독일	00120936	0.1	
16360	국제전문학술지(A&HCI)	CAMBRIDGE UNIV PRESS	DIALOGUE-CANADIAN PHILOSOPHICAL REVIEW	미국	00122173	0.1	
16368	국제전문학술지(A&HCI)	GANGEMI EDITORE	DISEGNARE IDEE IMMAGINI-IDEAS IMAGES	이탈리아	11239247	0.1	
16385	국제전문학술지(A&HCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	EARLY POPULAR VISUAL CULTURE	영국	17460654	0.1	
16396	국제전문학술지(A&HCI)	DUKE UNIV PRESS	EIGHTEENTH-CENTURY LIFE	미국	00982601	0.1	
16400	국제전문학술지(A&HCI)	PATRON EDITORE S R L	EIKASMOS-QUADERNI BOLOGNESI DI FILOLOGIA CLASSICA	이탈리아	11218819	0.1	
16405	국제전문학술지(A&HCI)	CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC	EMERITA	스페인	00136662	0.1	
16422	국제전문학술지(A&HCI)	PEETERS	EPHEMERIDES THEOLOGICAE LOVANIENSES	벨기에	00139513	0.1	
16426	국제전문학술지(A&HCI)	ESPRIT	ESPRIT	프랑스	00140759	0.1	
16428	국제전문학술지(A&HCI)	WASHINGTON STATE UNIV	ESQ-A JOURNAL OF NINETEENTH-CENTURY AMERICAN LITERATURE AND CULTURE	미국	00938297	0.1	
16429	국제전문학술지(A&HCI)	OXFORD UNIV PRESS	ESSAYS IN CRITICISM	영국	00140856	0.1	
16447	국제전문학술지(A&HCI)	PRESSES UNIV MONTREAL	ETUDES FRANCAISES	캐나다	00142085	0.1	
16448	국제전문학술지(A&HCI)	DIDIER-ERUDITION	ETUDES GERMANIQUES	프랑스	00142115	0.1	
16449	국제전문학술지(A&HCI)	UNIV LAVAL	ETUDES LITTERAIRES	캐나다	0014214X	0.1	
16450	국제전문학술지(A&HCI)	PRESSES UNIV FRANCE	ETUDES PHILOSOPHIQUES	프랑스	00142166	0.1	
16452	국제전문학술지(A&HCI)	UNIVERSITATSVERLAG C WINTER HEIDELBERG GMBH	EUPHORION-ZEITSCHRIFT FUR LITERATURGESCHICHTE	독일	00142328	0.1	
16453	국제전문학술지(A&HCI)	BREPOLS PUBL	EUPHROSYNE-REVISTA DE FILOLOGIA CLASSICA	포르투갈	08700133	0.1	
16467	국제전문학술지(A&HCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	EXPLICATOR	영국	00144940	0.1	
16469	국제전문학술지(A&HCI)	FLORIDA STATE UNIV	EXPRESSIONS MAGHREBINES	미국	15400085	0.1	
16470	국제전문학술지(A&HCI)	LIVERPOOL UNIV PRESS	EXTRAPOLATION	미국	00145483	0.1	
16474	국제전문학술지(A&HCI)	SAGE PUBLICATIONS LTD	FEMINIST THEOLOGY	영국	09667350	0.1	
16479	국제전문학술지(A&HCI)	UNIV DO VALE DO RIO DOS SINOS	FILOSOFIA UNISINOS	브라질	15195023	0.1	
16482	국제전문학술지(A&HCI)	INST PHILOSOPHY SLOVAK ACAD SCIENCES & INST PHILOSOPHY CZECH ACAD SCIENCES	FILOZOFIA	슬로바키아	0046385X	0.1	
16484	국제전문학술지(A&HCI)	CROATIAN PHILOSOPHICAL SOC	FILOZOFSKA ISTRAZIVANJA	크로아티아	03514706	0.1	
16485	국제전문학술지(A&HCI)	ZRC PUBLISHING	FILOZOFSKI VESTNIK	슬로베니아	03534510	0.1	
16488	국제전문학술지(A&HCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	FOLK LIFE-JOURNAL OF ETHNOLOGICAL STUDIES	영국	04308778	0.1	
16491	국제전문학술지(A&HCI)	ESTONIAN LITERARY MUSEUM	FOLKLORE-ELECTRONIC JOURNAL OF FOLKLORE	에스토니아	14060957	0.1	
16494	국제전문학술지(A&HCI)	OXFORD UNIV PRESS	FORUM FOR MODERN LANGUAGE STUDIES	영국	00158518	0.1	
16499	국제전문학술지(A&HCI)	CONSEIL INT LANGUE FRANCAISE	FRANCAIS MODERNE	프랑스	00159409	0.1	
16521	국제전문학술지(A&HCI)	UNIVERSITATSVERLAG C WINTER HEIDELBERG GMBH	GERMANISCH-ROMANISCHE MONATSSCHRIFT	독일	00168904	0.1	
16525	국제전문학술지(A&HCI)	GETTY RESEARCH INST	GETTY RESEARCH JOURNAL	미국	19448740	0.1	
16526	국제전문학술지(A&HCI)	CASA EDITRICE G C SANSONI SPA	GIORNALE CRITICO DELLA FILOSOFIA ITALIANA	이탈리아	00170089	0.1	
16527	국제전문학술지(A&HCI)	CASA EDITRICE LOESCHER	GIORNALE STORICO DELLA LETTERATURA ITALIANA	이탈리아	00170496	0.1	
16536	국제전문학술지(A&HCI)	CENT GREAT PLAINS STUD	GREAT PLAINS QUARTERLY	미국	02757664	0.1	
16540	국제전문학술지(A&HCI)	ARNI MAGNUSSON INSTITUTE ICELANDIC STUDIES	GRIPLA	아이슬란드	10185011	0.1	
16550	국제전문학술지(A&HCI)	FRANZ STEINER VERLAG GMBH	HERMES-ZEITSCHRIFT FUR KLASSISCHE PHILOLOGIE	독일	00180777	0.1	
16557	국제전문학술지(A&HCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	HISPANIC RESEARCH JOURNAL-IBERIAN AND LATIN AMERICAN STUDIES	영국	14682737	0.1	
16559	국제전문학술지(A&HCI)	UNIV NORTH CAROLINA	HISPANOFILA	미국	00182206	0.1	
16576	국제전문학술지(A&HCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	HISTORICAL JOURNAL OF FILM RADIO AND TELEVISION	영국	01439685	0.1	
16615	국제전문학술지(A&HCI)	UNIV PENNSYLVANIA PRESS	HUNTINGTON LIBRARY QUARTERLY	미국	00187895	0.1	
16619	국제전문학술지(A&HCI)	WALTER DE GRUYTER GMBH	IBEROROMANIA	독일	00190993	0.1	
16621	국제전문학술지(A&HCI)	UNIV NAC COLOMBIA, FAC CIENCIAS HUMANAS	IDEAS Y VALORES	콜롬비아	01200062	0.1	
16626	국제전문학술지(A&HCI)	SAGE PUBLICATIONS LTD	INDEX ON CENSORSHIP	영국	03064220	0.1	
16675	국제전문학술지(A&HCI)	BRILL	INTERNATIONAL JOURNAL OF THE PLATONIC TRADITION	네덜란드	18725082	0.1	
16678	국제전문학술지(A&HCI)	PHILOSOPHY DOCUMENTATION CENTER	INTERNATIONAL PHILOSOPHICAL QUARTERLY	미국	00190365	0.1	
16705	국제전문학술지(A&HCI)	ISRAEL EXPLOR SOC	ISRAEL EXPLORATION JOURNAL	이스라엘	00212059	0.1	
16712	국제전문학술지(A&HCI)	UNIV TULSA	JAMES JOYCE QUARTERLY	미국	00214183	0.1	
16713	국제전문학술지(A&HCI)	NANZAN INST RELIGION CULTURE	JAPANESE JOURNAL OF RELIGIOUS STUDIES	일본	03041042	0.1	
16743	국제전문학술지(A&HCI)	BRILL	JOURNAL OF ARABIC LITERATURE	네덜란드	00852376	0.1	
16756	국제전문학술지(A&HCI)	TROY STATE UNIV PRESS	JOURNAL OF BAND RESEARCH	미국	00219207	0.1	
16784	국제전문학술지(A&HCI)	JOURNAL ECUMENICAL STUDIES	JOURNAL OF ECUMENICAL STUDIES	미국	00220558	0.1	
16793	국제전문학술지(A&HCI)	INDIANA UNIV PRESS	JOURNAL OF FOLKLORE RESEARCH	미국	07377037	0.1	
16800	국제전문학술지(A&HCI)	ANCIENT MONUMENTS SOC	JOURNAL OF HISTORIC BUILDINGS AND PLACES	영국	27532453	0.1	
16805	국제전문학술지(A&HCI)	INST STUDY MAN	JOURNAL OF INDO-EUROPEAN STUDIES	미국	00922323	0.1	
16814	국제전문학술지(A&HCI)	INST STUDY RELIGION, SOGANG UNIV	JOURNAL OF KOREAN RELIGIONS	대한민국	20937288	0.1	
16826	국제전문학술지(A&HCI)	UNISA PRESS	JOURNAL OF LITERARY STUDIES	영국	02564718	0.1	
16832	국제전문학술지(A&HCI)	DUKE UNIV PRESS	JOURNAL OF MEDIEVAL AND EARLY MODERN STUDIES	미국	10829636	0.1	
16843	국제전문학술지(A&HCI)	INDIANA UNIV PRESS	JOURNAL OF MODERN LITERATURE	미국	0022281X	0.1	
16929	국제전문학술지(A&HCI)	ZIDOVSKE MUZEUM PRAZE	JUDAICA BOHEMIAE	체코	00225738	0.1	
16935	국제전문학술지(A&HCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	KEATS-SHELLEY REVIEW	영국	09524142	0.1	
16939	국제전문학술지(A&HCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	KONSTHISTORISK TIDSKRIFT	영국	00233609	0.1	
16943	국제전문학술지(A&HCI)	ATENEO DE MANILA UNIV	KRITIKA KULTURA	필리핀	20946937	0.1	
16977	국제전문학술지(A&HCI)	UNIV KANSAS	LATIN AMERICAN THEATRE REVIEW	미국	00238813	0.1	
16984	국제전문학술지(A&HCI)	CASA EDITRICE LEO S OLSCHKI	LETTERE ITALIANE	이탈리아	00241334	0.1	
16993	국제전문학술지(A&HCI)	J B METZLER	LILI-ZEITSCHRIFT FUR LITERATURWISSENSCHAFT UND LINGUISTIK	독일	00498653	0.1	
17007	국제전문학술지(A&HCI)	JOHNS HOPKINS UNIV PRESS	LION AND THE UNICORN	미국	01472593	0.1	
17008	국제전문학술지(A&HCI)	INST CLASSICAL STUD ACAD SCI CZECH REPUBLIC	LISTY FILOLOGICKE	체코	00244457	0.1	
17011	국제전문학술지(A&HCI)	JOHNS HOPKINS UNIV PRESS	LITERARY IMAGINATION	영국	15239012	0.1	
17014	국제전문학술지(A&HCI)	JOHNS HOPKINS UNIV PRESS	LITERATURE AND MEDICINE	미국	02789671	0.1	
17022	국제전문학술지(A&HCI)	LOGOS & PNEUMA PRESS	LOGOS & PNEUMA-CHINESE JOURNAL OF THEOLOGY	중국	10232583	0.1	
17023	국제전문학술지(A&HCI)	UNIV ST THOMAS, CTR CATHOLIC STUDIES	LOGOS-A JOURNAL OF CATHOLIC THOUGHT AND CULTURE	미국	10916687	0.1	
17024	국제전문학술지(A&HCI)	LOGOS	LOGOS-VILNIUS	리투아니아	08687692	0.1	
17034	국제전문학술지(A&HCI)	WAYNE STATE UNIV PRESS	MARVELS & TALES-JOURNAL OF FAIRY-TALE STUDIES	미국	15214281	0.1	
17036	국제전문학술지(A&HCI)	MASTER DRAWINGS ASSOC INC	MASTER DRAWINGS	미국	00255025	0.1	
17038	국제전문학술지(A&HCI)	FABRIZIO SERRA EDITORE	MATERIALI E DISCUSSIONI PER L ANALISI DEI TESTI CLASSICI	이탈리아	03926338	0.1	
17063	국제전문학술지(A&HCI)	JOHNS HOPKINS UNIV PRESS	MFS-MODERN FICTION STUDIES	미국	00267724	0.1	
17070	국제전문학술지(A&HCI)	MILLENNIUM FILM WORKSHOP INC	MILLENNIUM FILM JOURNAL	미국	10645586	0.1	
17075	국제전문학술지(A&HCI)	DUKE UNIV PRESS	MINNESOTA REVIEW	미국	00265667	0.1	
17076	국제전문학술지(A&HCI)	JOHNS HOPKINS UNIV PRESS	MISSISSIPPI QUARTERLY	미국	0026637X	0.1	
17077	국제전문학술지(A&HCI)	UNIV MISSOURI, COLL ARTS & SCIENCE	MISSOURI REVIEW	미국	01911961	0.1	
17084	국제전문학술지(A&HCI)	UNIV TORONTO PRESS INC	MODERN DRAMA	캐나다	00267694	0.1	
17089	국제전문학술지(A&HCI)	MODERN HUMANITIES RESEARCH ASSOCIATION	MODERN LANGUAGE REVIEW	영국	00267937	0.1	
17094	국제전문학술지(A&HCI)	EDINBURGH UNIV PRESS	MODERNIST CULTURES	스코틀랜드	20411022	0.1	
17097	국제전문학술지(A&HCI)	MONUMENTA NIPPONICA SOPHIA UNIV	MONUMENTA NIPPONICA	일본	00270741	0.1	
17100	국제전문학술지(A&HCI)	UNIV MINNESOTA PRESS	MOVING IMAGE	미국	15323978	0.1	
17116	국제전문학술지(A&HCI)	MUSICAL TIMES PUBLICATIONS LTD	MUSICAL TIMES	영국	00274666	0.1	
17123	국제전문학술지(A&HCI)	UNIV LJUBLJANA PRESS	MUZIKOLOSKI ZBORNIK	슬로베니아	0580373X	0.1	
17137	국제전문학술지(A&HCI)	WALTER DE GRUYTER GMBH	NEUE ZEITSCHRIFT FUR SYSTEMATISCHE THEOLOGIE UND RELIGIONSPHILOSOPHIE	독일	00283517	0.1	
17138	국제전문학술지(A&HCI)	MODERN LANGUAGE SOC	NEUPHILOLOGISCHE MITTEILUNGEN	핀란드	00283754	0.1	
17154	국제전문학술지(A&HCI)	UNIV NEBRASKA PRESS	NINETEENTH-CENTURY FRENCH STUDIES	미국	01467891	0.1	
17155	국제전문학술지(A&HCI)	UNIV CALIFORNIA PRESS	NINETEENTH-CENTURY LITERATURE	미국	08919356	0.1	
17165	국제전문학술지(A&HCI)	OXFORD UNIV PRESS	NOTES AND QUERIES	영국	00293970	0.1	
17168	국제전문학술지(A&HCI)	EDINBURGH UNIV PRESS	NOTTINGHAM FRENCH STUDIES	스코틀랜드	00294586	0.1	
17184	국제전문학술지(A&HCI)	MERSIN UNIV PUBL RES CENTER CILICIAN ARCHAEOLOGY	OLBA	튀르키예	13017667	0.1	
17196	국제전문학술지(A&HCI)	INST PHILOSOPHY SLOVAK ACAD SCIENCES & INST PHILOSOPHY CZECH ACAD SCIENCES	ORGANON F	슬로바키아	13350668	0.1	
17203	국제전문학술지(A&HCI)	O L SOCIETY LTD	OVERLAND	호주	00307416	0.1	
17205	국제전문학술지(A&HCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	OXFORD GERMAN STUDIES	영국	00787191	0.1	
17207	국제전문학술지(A&HCI)	EDINBURGH UNIV PRESS	OXFORD LITERARY REVIEW	스코틀랜드	03051498	0.1	
17212	국제전문학술지(A&HCI)	MIT PRESS	PAJ-A JOURNAL OF PERFORMANCE AND ART	미국	1520281X	0.1	
17215	국제전문학술지(A&HCI)	WYDAWNICTWO PAN, INST BADAN LITERACKICH PAN	PAMIETNIK LITERACKI	폴란드	00310514	0.1	
17218	국제전문학술지(A&HCI)	SOUTHERN ILLINOIS UNIV	PAPERS ON LANGUAGE AND LITERATURE	미국	00311294	0.1	
17219	국제전문학술지(A&HCI)	SOC STUDY MYTH & TRADITION, INC	PARABOLA	미국	03621596	0.1	
17220	국제전문학술지(A&HCI)	EDINBURGH UNIV PRESS	PARAGRAPH	스코틀랜드	02648334	0.1	
17230	국제전문학술지(A&HCI)	TAYLOR & FRANCIS LTD	PERFORMANCE RESEARCH	영국	13528165	0.1	
17232	국제전문학술지(A&HCI)	ARMAND COLIN	PERSPECTIVE-ACTUALITE EN HISTOIRE DE L ART	프랑스	17777852	0.1	
17236	국제전문학술지(A&HCI)	WALTER DE GRUYTER GMBH	PHILOLOGUS	독일	00317985	0.1	
17252	국제전문학술지(A&HCI)	VERLAG KARL ALBER	PHILOSOPHISCHES JAHRBUCH	독일	00318183	0.1	
17274	국제전문학술지(A&HCI)	JOHNS HOPKINS UNIV PRESS	POE STUDIES-HISTORY THEORY INTERPRETATION	미국	19474644	0.1	
17289	국제전문학술지(A&HCI)	MODERN HUMANITIES RESEARCH ASSOCIATION	PORTUGUESE STUDIES	영국	02675315	0.1	
17295	국제전문학술지(A&HCI)	JOHNS HOPKINS UNIV PRESS	POSTMODERN CULTURE	미국	10531920	0.1	
17302	국제전문학술지(A&HCI)	SLOVENE COMPARATIVE LITERATURE ASSOC	PRIMERJALNA KNJIZEVNOST	슬로베니아	03511189	0.1	
17303	국제전문학술지(A&HCI)	PRINT QUARTERLY PUBLICATIONS LTD	PRINT QUARTERLY	영국	02658305	0.1	
17307	국제전문학술지(A&HCI)	ROYAL IRISH ACAD	PROCEEDINGS OF THE ROYAL IRISH ACADEMY SECTION C-ARCHAEOLOGY CELTIC STUDIES HISTORY LINGUISTICS LITERATURE	아일랜드	00358991	0.1	
